Date,Median,Upper,Lower
1968/10,-0.021,-0.038,-0.001
1968/11,-0.071,-0.096,-0.052
1968/12,-0.11,-0.132,-0.087
1969/01,-0.172,-0.19,-0.154
1969/02,-0.168,-0.189,-0.151
1969/03,-0.005,-0.025,0.014
1969/04,0.106,0.085,0.131
1969/05,0.132,0.113,0.153
1969/06,0.025,0.006,0.043
1969/07,0.038,0.015,0.056
1969/08,0.054,0.034,0.08
1969/09,0.019,-0.001,0.038
1969/10,0.031,0.009,0.052
1969/11,0.131,0.108,0.154
1969/12,0.194,0.172,0.221
1970/01,0.07,0.048,0.088
1970/02,0.144,0.122,0.164
1970/03,-0.069,-0.091,-0.051
1970/04,0.056,0.036,0.079
1970/05,-0.036,-0.06,-0.012
1970/06,-0.015,-0.036,0.006
1970/07,-0.05,-0.075,-0.028
1970/08,-0.093,-0.113,-0.069
1970/09,-0.04,-0.059,-0.019
1970/10,-0.075,-0.094,-0.056
1970/11,-0.05,-0.07,-0.028
1970/12,-0.166,-0.187,-0.142
1971/01,-0.102,-0.12,-0.082
1971/02,-0.289,-0.308,-0.267
1971/03,-0.282,-0.3,-0.258
1971/04,-0.237,-0.256,-0.214
1971/05,-0.214,-0.232,-0.187
1971/06,-0.235,-0.258,-0.212
1971/07,-0.13,-0.15,-0.105
1971/08,-0.168,-0.187,-0.14
1971/09,-0.124,-0.139,-0.097
1971/10,-0.165,-0.181,-0.142
1971/11,-0.086,-0.103,-0.061
1971/12,-0.199,-0.219,-0.172
1972/01,-0.379,-0.398,-0.357
1972/02,-0.291,-0.309,-0.269
1972/03,-0.132,-0.148,-0.101
1972/04,-0.077,-0.094,-0.051
1972/05,-0.065,-0.084,-0.041
1972/06,0.008,-0.008,0.032
1972/07,-0.017,-0.036,0.009
1972/08,0.016,0,0.04
1972/09,-0.053,-0.07,-0.032
1972/10,0.007,-0.007,0.027
1972/11,0.002,-0.012,0.027
1972/12,0.187,0.175,0.214
1973/01,0.147,0.132,0.164
1973/02,0.278,0.264,0.302
1973/03,0.226,0.21,0.254
1973/04,0.162,0.144,0.18
1973/05,0.085,0.066,0.104
1973/06,0.11,0.096,0.129
1973/07,0.026,0.01,0.047
1973/08,0.017,0.003,0.033
1973/09,-0.042,-0.06,-0.024
1973/10,-0.047,-0.064,-0.031
1973/11,-0.099,-0.113,-0.079
1973/12,-0.113,-0.131,-0.095
1974/01,-0.372,-0.387,-0.354
1974/02,-0.41,-0.428,-0.396
1974/03,-0.229,-0.249,-0.21
1974/04,-0.18,-0.196,-0.16
1974/05,-0.196,-0.214,-0.177
1974/06,-0.153,-0.169,-0.136
1974/07,-0.127,-0.147,-0.109
1974/08,-0.083,-0.096,-0.065
1974/09,-0.129,-0.144,-0.113
1974/10,-0.22,-0.235,-0.206
1974/11,-0.217,-0.235,-0.199
1974/12,-0.242,-0.261,-0.223
1975/01,-0.075,-0.09,-0.059
1975/02,-0.093,-0.11,-0.077
1975/03,-0.077,-0.096,-0.06
1975/04,-0.09,-0.105,-0.073
1975/05,-0.086,-0.102,-0.068
1975/06,-0.086,-0.102,-0.069
1975/07,-0.11,-0.125,-0.093
1975/08,-0.18,-0.192,-0.161
1975/09,-0.126,-0.141,-0.108
1975/10,-0.234,-0.253,-0.221
1975/11,-0.319,-0.333,-0.302
1975/12,-0.309,-0.327,-0.294
1976/01,-0.233,-0.247,-0.22
1976/02,-0.329,-0.348,-0.312
1976/03,-0.445,-0.462,-0.429
1976/04,-0.195,-0.209,-0.176
1976/05,-0.317,-0.332,-0.299
1976/06,-0.25,-0.266,-0.232
1976/07,-0.182,-0.201,-0.164
1976/08,-0.202,-0.218,-0.184
1976/09,-0.162,-0.178,-0.141
1976/10,-0.316,-0.332,-0.302
1976/11,-0.18,-0.193,-0.157
1976/12,-0.087,-0.102,-0.069
1977/01,-0.074,-0.091,-0.059
1977/02,0.077,0.061,0.093
1977/03,0.102,0.086,0.122
1977/04,0.094,0.077,0.112
1977/05,0.072,0.055,0.092
1977/06,0.112,0.099,0.133
1977/07,0.065,0.048,0.086
1977/08,-0.001,-0.016,0.018
1977/09,0.033,0.02,0.053
1977/10,-0.005,-0.018,0.011
1977/11,0.141,0.127,0.157
1977/12,-0.051,-0.065,-0.032
1978/01,0.017,0.002,0.038
1978/02,-0.035,-0.056,-0.016
1978/03,0.028,0.011,0.048
1978/04,-0.061,-0.08,-0.042
1978/05,-0.085,-0.099,-0.066
1978/06,-0.135,-0.148,-0.118
1978/07,-0.066,-0.084,-0.044
1978/08,-0.185,-0.2,-0.164
1978/09,-0.054,-0.068,-0.035
1978/10,-0.112,-0.129,-0.092
1978/11,0.046,0.034,0.065
1978/12,-0.098,-0.119,-0.08
1979/01,-0.029,-0.046,-0.008
1979/02,-0.138,-0.158,-0.119
1979/03,0.016,-0.007,0.039
1979/04,-0.05,-0.071,-0.028
1979/05,-0.033,-0.055,-0.017
1979/06,0.058,0.04,0.075
1979/07,0.054,0.033,0.073
1979/08,0.083,0.058,0.103
1979/09,0.092,0.072,0.112
1979/10,0.135,0.109,0.151
1979/11,0.146,0.125,0.163
1979/12,0.355,0.337,0.369
1980/01,0.134,0.115,0.149
1980/02,0.217,0.196,0.232
1980/03,0.069,0.046,0.087
1980/04,0.144,0.121,0.158
1980/05,0.142,0.124,0.158
1980/06,0.07,0.053,0.083
1980/07,0.061,0.045,0.076
1980/08,0.038,0.018,0.052
1980/09,0.039,0.025,0.053
1980/10,0.011,-0.009,0.025
1980/11,0.129,0.115,0.147
1980/12,0.055,0.034,0.067
1981/01,0.329,0.307,0.342
1981/02,0.197,0.175,0.213
1981/03,0.208,0.186,0.223
1981/04,0.131,0.108,0.147
1981/05,0.066,0.047,0.084
1981/06,0.125,0.104,0.142
1981/07,0.089,0.07,0.103
1981/08,0.121,0.103,0.137
1981/09,0.072,0.051,0.087
1981/10,0.004,-0.016,0.017
1981/11,0.072,0.057,0.089
1981/12,0.265,0.247,0.283
1982/01,-0.045,-0.071,-0.027
1982/02,0.006,-0.016,0.022
1982/03,-0.129,-0.154,-0.111
1982/04,0.029,0.005,0.044
1982/05,0.04,0.018,0.06
1982/06,-0.055,-0.081,-0.035
1982/07,-0.016,-0.04,0.005
1982/08,-0.009,-0.032,0.009
1982/09,0.075,0.048,0.093
1982/10,0.006,-0.02,0.024
1982/11,-0.009,-0.028,0.012
1982/12,0.25,0.222,0.267
1983/01,0.428,0.403,0.446
1983/02,0.313,0.286,0.329
1983/03,0.213,0.187,0.233
1983/04,0.12,0.092,0.136
1983/05,0.137,0.115,0.158
1983/06,0.134,0.111,0.156
1983/07,0.152,0.131,0.17
1983/08,0.2,0.176,0.216
1983/09,0.188,0.164,0.207
1983/10,0.099,0.077,0.115
1983/11,0.256,0.238,0.278
1983/12,0.089,0.066,0.106
1984/01,0.118,0.097,0.139
1984/02,0.013,-0.008,0.035
1984/03,0.049,0.025,0.07
1984/04,-0.046,-0.071,-0.028
1984/05,0.092,0.072,0.114
1984/06,-0.015,-0.037,0.009
1984/07,-0.037,-0.058,-0.017
1984/08,0.041,0.02,0.061
1984/09,0.033,0.011,0.048
1984/10,-0.022,-0.041,-0.004
1984/11,-0.121,-0.139,-0.097
1984/12,-0.274,-0.3,-0.254
1985/01,0.011,-0.009,0.031
1985/02,-0.133,-0.156,-0.116
1985/03,-0.026,-0.049,-0.008
1985/04,-0.04,-0.065,-0.025
1985/05,-0.003,-0.023,0.013
1985/06,-0.061,-0.08,-0.045
1985/07,-0.06,-0.078,-0.04
1985/08,0.026,0.005,0.047
1985/09,-0.032,-0.054,-0.012
1985/10,0.018,0,0.036
1985/11,-0.072,-0.09,-0.05
1985/12,0.014,-0.014,0.039
1986/01,0.124,0.098,0.143
1986/02,0.09,0.062,0.109
1986/03,0.075,0.047,0.094
1986/04,0.078,0.046,0.095
1986/05,0.045,0.023,0.062
1986/06,0.049,0.023,0.068
1986/07,-0.002,-0.031,0.016
1986/08,0.002,-0.024,0.026
1986/09,0.011,-0.009,0.035
1986/10,0.066,0.041,0.085
1986/11,-0.007,-0.028,0.024
1986/12,0.01,-0.022,0.036
1987/01,0.112,0.08,0.144
1987/02,0.302,0.268,0.324
1987/03,0.022,-0.01,0.05
1987/04,0.095,0.071,0.118
1987/05,0.148,0.123,0.174
1987/06,0.127,0.106,0.155
1987/07,0.269,0.244,0.293
1987/08,0.237,0.21,0.261
1987/09,0.274,0.247,0.301
1987/10,0.204,0.183,0.228
1987/11,0.197,0.176,0.22
1987/12,0.322,0.295,0.347
1988/01,0.388,0.358,0.418
1988/02,0.233,0.203,0.257
1988/03,0.262,0.227,0.283
1988/04,0.225,0.196,0.243
1988/05,0.211,0.183,0.23
1988/06,0.221,0.193,0.244
1988/07,0.173,0.147,0.192
1988/08,0.176,0.15,0.198
1988/09,0.183,0.15,0.207
1988/10,0.139,0.112,0.168
1988/11,0.027,0.002,0.058
1988/12,0.146,0.117,0.173
1989/01,0.012,-0.021,0.044
1989/02,0.149,0.116,0.178
1989/03,0.136,0.106,0.162
1989/04,0.081,0.049,0.109
1989/05,0.079,0.05,0.107
1989/06,0.074,0.051,0.103
1989/07,0.156,0.129,0.183
1989/08,0.177,0.147,0.204
1989/09,0.142,0.114,0.172
1989/10,0.151,0.13,0.181
1989/11,0.06,0.04,0.093
1989/12,0.201,0.169,0.23
1990/01,0.217,0.181,0.254
1990/02,0.307,0.272,0.34
1990/03,0.562,0.53,0.594
1990/04,0.366,0.335,0.396
1990/05,0.278,0.244,0.308
1990/06,0.277,0.249,0.309
1990/07,0.231,0.203,0.261
1990/08,0.25,0.219,0.28
1990/09,0.178,0.15,0.21
1990/10,0.332,0.305,0.363
1990/11,0.318,0.289,0.36
1990/12,0.248,0.212,0.283
1991/01,0.288,0.252,0.327
1991/02,0.298,0.26,0.331
1991/03,0.198,0.165,0.231
1991/04,0.383,0.34,0.416
1991/05,0.303,0.269,0.337
1991/06,0.306,0.269,0.345
1991/07,0.307,0.276,0.338
1991/08,0.258,0.226,0.293
1991/09,0.243,0.208,0.28
1991/10,0.191,0.157,0.225
1991/11,0.16,0.132,0.196
1991/12,0.12,0.084,0.153
1992/01,0.367,0.328,0.41
1992/02,0.319,0.279,0.352
1992/03,0.258,0.216,0.292
1992/04,0.137,0.094,0.168
1992/05,0.173,0.14,0.204
1992/06,0.13,0.098,0.169
1992/07,-0.016,-0.051,0.019
1992/08,0.007,-0.023,0.041
1992/09,-0.064,-0.098,-0.028
1992/10,-0.048,-0.086,-0.015
1992/11,-0.084,-0.117,-0.048
1992/12,0.082,0.045,0.114
1993/01,0.307,0.271,0.35
1993/02,0.253,0.214,0.293
1993/03,0.239,0.197,0.274
1993/04,0.131,0.09,0.165
1993/05,0.178,0.141,0.212
1993/06,0.179,0.141,0.217
1993/07,0.131,0.097,0.168
1993/08,0.097,0.056,0.134
1993/09,0.07,0.04,0.108
1993/10,0.109,0.075,0.146
1993/11,-0.036,-0.068,0.002
1993/12,0.129,0.088,0.164
1994/01,0.182,0.141,0.223
1994/02,-0.048,-0.092,-0.01
1994/03,0.222,0.181,0.253
1994/04,0.21,0.17,0.246
1994/05,0.268,0.232,0.302
1994/06,0.262,0.229,0.309
1994/07,0.17,0.136,0.206
1994/08,0.186,0.142,0.217
1994/09,0.19,0.158,0.238
1994/10,0.311,0.272,0.351
1994/11,0.314,0.274,0.351
1994/12,0.246,0.192,0.289
1995/01,0.421,0.382,0.472
1995/02,0.601,0.556,0.639
1995/03,0.322,0.281,0.36
1995/04,0.285,0.243,0.326
1995/05,0.218,0.179,0.253
1995/06,0.312,0.279,0.357
1995/07,0.331,0.292,0.37
1995/08,0.357,0.313,0.392
1995/09,0.263,0.229,0.303
1995/10,0.336,0.298,0.37
1995/11,0.324,0.284,0.36
1995/12,0.132,0.085,0.168
1996/01,0.116,0.077,0.16
1996/02,0.323,0.275,0.363
1996/03,0.186,0.143,0.221
1996/04,0.13,0.085,0.164
1996/05,0.224,0.183,0.258
1996/06,0.168,0.134,0.205
1996/07,0.221,0.182,0.256
1996/08,0.207,0.162,0.242
1996/09,0.104,0.071,0.143
1996/10,0.132,0.097,0.165
1996/11,0.146,0.11,0.18
1996/12,0.232,0.188,0.264
1997/01,0.211,0.177,0.252
1997/02,0.313,0.267,0.355
1997/03,0.344,0.304,0.382
1997/04,0.266,0.225,0.302
1997/05,0.286,0.249,0.317
1997/06,0.411,0.378,0.448
1997/07,0.373,0.339,0.406
1997/08,0.44,0.4,0.477
1997/09,0.479,0.45,0.517
1997/10,0.558,0.526,0.594
1997/11,0.501,0.47,0.534
1997/12,0.503,0.464,0.535
1998/01,0.489,0.45,0.537
1998/02,0.763,0.721,0.805
1998/03,0.549,0.504,0.587
1998/04,0.65,0.601,0.685
1998/05,0.582,0.538,0.615
1998/06,0.591,0.553,0.63
1998/07,0.673,0.63,0.709
1998/08,0.605,0.555,0.644
1998/09,0.4,0.359,0.442
1998/10,0.407,0.365,0.444
1998/11,0.298,0.258,0.335
1998/12,0.472,0.421,0.507
1999/01,0.347,0.302,0.391
1999/02,0.583,0.527,0.619
1999/03,0.226,0.177,0.272
1999/04,0.324,0.272,0.36
1999/05,0.245,0.2,0.28
1999/06,0.273,0.234,0.313
1999/07,0.288,0.244,0.324
1999/08,0.228,0.185,0.269
1999/09,0.305,0.265,0.349
1999/10,0.253,0.214,0.29
1999/11,0.241,0.206,0.278
1999/12,0.37,0.319,0.406
2000/01,0.224,0.184,0.268
2000/02,0.449,0.403,0.489
2000/03,0.382,0.338,0.42
2000/04,0.479,0.435,0.52
2000/05,0.279,0.232,0.318
2000/06,0.27,0.232,0.312
2000/07,0.261,0.22,0.304
2000/08,0.353,0.312,0.397
2000/09,0.312,0.277,0.359
2000/10,0.225,0.19,0.267
2000/11,0.16,0.123,0.203
2000/12,0.157,0.107,0.196
2001/01,0.357,0.315,0.411
2001/02,0.319,0.275,0.364
2001/03,0.51,0.464,0.552
2001/04,0.462,0.415,0.505
2001/05,0.418,0.377,0.462
2001/06,0.419,0.382,0.466
2001/07,0.464,0.424,0.503
2001/08,0.505,0.459,0.544
2001/09,0.431,0.394,0.476
2001/10,0.421,0.387,0.462
2001/11,0.613,0.578,0.66
2001/12,0.383,0.334,0.427
2002/01,0.654,0.615,0.702
2002/02,0.703,0.659,0.747
2002/03,0.701,0.658,0.747
2002/04,0.46,0.415,0.501
2002/05,0.427,0.384,0.47
2002/06,0.471,0.431,0.518
2002/07,0.491,0.451,0.529
2002/08,0.453,0.41,0.492
2002/09,0.424,0.392,0.467
2002/10,0.411,0.377,0.454
2002/11,0.45,0.416,0.496
2002/12,0.325,0.282,0.366
2003/01,0.6,0.556,0.647
2003/02,0.459,0.413,0.504
2003/03,0.45,0.408,0.497
2003/04,0.437,0.391,0.479
2003/05,0.473,0.426,0.511
2003/06,0.454,0.415,0.498
2003/07,0.475,0.434,0.511
2003/08,0.549,0.508,0.588
2003/09,0.536,0.5,0.577
2003/10,0.612,0.576,0.654
2003/11,0.457,0.425,0.501
2003/12,0.589,0.541,0.628
2004/01,0.507,0.463,0.551
2004/02,0.613,0.567,0.65
2004/03,0.532,0.488,0.576
2004/04,0.477,0.432,0.514
2004/05,0.311,0.268,0.354
2004/06,0.322,0.283,0.361
2004/07,0.359,0.32,0.392
2004/08,0.394,0.352,0.431
2004/09,0.438,0.404,0.477
2004/10,0.464,0.432,0.503
2004/11,0.604,0.569,0.644
2004/12,0.355,0.303,0.396
2005/01,0.549,0.505,0.597
2005/02,0.396,0.348,0.438
2005/03,0.565,0.52,0.611
2005/04,0.611,0.566,0.651
2005/05,0.518,0.475,0.556
2005/06,0.552,0.509,0.594
2005/07,0.547,0.504,0.581
2005/08,0.538,0.495,0.577
2005/09,0.574,0.534,0.616
2005/10,0.614,0.576,0.653
2005/11,0.627,0.589,0.669
2005/12,0.462,0.406,0.501
2006/01,0.383,0.34,0.433
2006/02,0.571,0.524,0.613
2006/03,0.461,0.414,0.506
2006/04,0.407,0.359,0.448
2006/05,0.405,0.361,0.441
2006/06,0.518,0.477,0.563
2006/07,0.486,0.446,0.519
2006/08,0.535,0.487,0.574
2006/09,0.503,0.465,0.546
2006/10,0.569,0.531,0.61
2006/11,0.54,0.502,0.585
2006/12,0.691,0.637,0.738
2007/01,0.828,0.785,0.874
2007/02,0.567,0.523,0.608
2007/03,0.517,0.474,0.556
2007/04,0.587,0.54,0.622
2007/05,0.448,0.404,0.485
2007/06,0.42,0.383,0.461
2007/07,0.439,0.403,0.475
2007/08,0.44,0.395,0.479
2007/09,0.455,0.419,0.498
2007/10,0.467,0.434,0.508
2007/11,0.391,0.355,0.435
2007/12,0.341,0.296,0.385
2008/01,0.158,0.113,0.202
2008/02,0.235,0.19,0.277
2008/03,0.559,0.509,0.598
2008/04,0.327,0.278,0.363
2008/05,0.34,0.297,0.376
2008/06,0.365,0.33,0.41
2008/07,0.451,0.413,0.488
2008/08,0.432,0.379,0.467
2008/09,0.407,0.371,0.449
2008/10,0.546,0.51,0.586
2008/11,0.526,0.493,0.57
2008/12,0.395,0.348,0.437
2009/01,0.478,0.433,0.522
2009/02,0.443,0.397,0.485
2009/03,0.404,0.354,0.444
2009/04,0.511,0.462,0.551
2009/05,0.441,0.396,0.48
2009/06,0.546,0.51,0.59
2009/07,0.536,0.498,0.573
2009/08,0.586,0.537,0.627
2009/09,0.567,0.53,0.611
2009/10,0.516,0.484,0.561
2009/11,0.55,0.514,0.593
2009/12,0.484,0.435,0.524
2010/01,0.56,0.516,0.608
2010/02,0.592,0.544,0.637
2010/03,0.682,0.635,0.723
2010/04,0.689,0.641,0.729
2010/05,0.592,0.548,0.635
2010/06,0.585,0.549,0.63
2010/07,0.615,0.576,0.653
2010/08,0.539,0.487,0.58
2010/09,0.448,0.413,0.489
2010/10,0.497,0.463,0.542
2010/11,0.592,0.552,0.636
2010/12,0.334,0.289,0.378
2011/01,0.315,0.276,0.361
2011/02,0.324,0.281,0.369
2011/03,0.42,0.377,0.463
2011/04,0.491,0.447,0.531
2011/05,0.393,0.35,0.436
2011/06,0.494,0.457,0.54
2011/07,0.511,0.475,0.55
2011/08,0.491,0.439,0.533
2011/09,0.446,0.414,0.494
2011/10,0.458,0.421,0.501
2011/11,0.353,0.315,0.395
2011/12,0.402,0.36,0.446
2012/01,0.31,0.263,0.354
2012/02,0.301,0.254,0.345
2012/03,0.36,0.319,0.399
2012/04,0.574,0.532,0.613
2012/05,0.573,0.527,0.609
2012/06,0.556,0.517,0.602
2012/07,0.507,0.469,0.543
2012/08,0.536,0.487,0.576
2012/09,0.556,0.521,0.594
2012/10,0.556,0.517,0.593
2012/11,0.55,0.51,0.592
2012/12,0.271,0.222,0.311
2013/01,0.471,0.426,0.517
2013/02,0.498,0.445,0.538
2013/03,0.421,0.378,0.46
2013/04,0.45,0.407,0.487
2013/05,0.525,0.483,0.568
2013/06,0.501,0.461,0.547
2013/07,0.518,0.48,0.554
2013/08,0.541,0.49,0.583
2013/09,0.546,0.506,0.587
2013/10,0.516,0.473,0.553
2013/11,0.66,0.62,0.7
2013/12,0.532,0.485,0.572
2014/01,0.534,0.49,0.577
2014/02,0.327,0.275,0.373
2014/03,0.584,0.544,0.626
2014/04,0.667,0.623,0.704
2014/05,0.608,0.568,0.649
2014/06,0.625,0.583,0.668
2014/07,0.544,0.503,0.58
2014/08,0.677,0.624,0.716
2014/09,0.601,0.562,0.638
2014/10,0.635,0.594,0.672
2014/11,0.504,0.467,0.547
2014/12,0.655,0.608,0.698
2015/01,0.705,0.663,0.751
2015/02,0.689,0.638,0.732
2015/03,0.708,0.667,0.748
2015/04,0.673,0.628,0.712
2015/05,0.711,0.667,0.749
2015/06,0.743,0.707,0.788
2015/07,0.697,0.659,0.733
2015/08,0.74,0.683,0.778
2015/09,0.796,0.758,0.839
2015/10,0.845,0.806,0.885
2015/11,0.84,0.803,0.884
2015/12,1.024,0.975,1.064
2016/01,0.934,0.889,0.981
2016/02,1.111,1.058,1.155
2016/03,1.106,1.062,1.144
2016/04,0.937,0.892,0.977
2016/05,0.707,0.66,0.745
2016/06,0.744,0.704,0.788
2016/07,0.744,0.707,0.783
2016/08,0.79,0.735,0.828
2016/09,0.729,0.693,0.772
2016/10,0.598,0.565,0.64
2016/11,0.553,0.516,0.593
2016/12,0.62,0.568,0.655
2017/01,0.739,0.694,0.783
2017/02,0.845,0.793,0.891
2017/03,0.873,0.837,0.914
2017/04,0.737,0.698,0.777
2017/05,0.659,0.614,0.698
2017/06,0.641,0.596,0.686
2017/07,0.651,0.609,0.685
2017/08,0.714,0.659,0.756
2017/09,0.557,0.517,0.597
2017/10,0.571,0.531,0.612
2017/11,0.554,0.512,0.592
2017/12,0.6,0.542,0.64
2018/01,0.554,0.507,0.603
2018/02,0.528,0.477,0.578
2018/03,0.615,0.575,0.655
2018/04,0.627,0.586,0.666
2018/05,0.587,0.544,0.626
2018/06,0.573,0.536,0.619
2018/07,0.594,0.553,0.632
2018/08,0.586,0.53,0.625
2018/09,0.598,0.563,0.642
2018/10,0.678,0.64,0.721
2018/11,0.59,0.549,0.63
2018/12,0.638,0.583,0.682
2019/01,0.738,0.69,0.785
2019/02,0.662,0.61,0.713
2019/03,0.874,0.833,0.915
2019/04,0.779,0.737,0.823
