"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"High income","HIC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","13001759798.2489","12397073348.9208","15263094551.4588","23848711176.8135","20344362020.0655","27624239967.0332","27389976423.6492","28038875171.1035","37092626584.3177","60680339322.5031","53972701398.9922","49634569739.9547","35829622144.7436","41740031337.364","52769813327.3471","49921858469.7628","93718312235.6119","147915278567.136","188520465337.807","240831274218.468","274908617183.763","216777708571.896","220336330145.534","244650003606.759","302901676853.767","388991065972.21","426470303792.188","506580954480.739","765932704160.603","1189864297066.61","1388875992553.18","725238441186.832","638170796188.258","695243656178.416","1144680174120.35","1334524247165.61","2016826768526.34","3029918651431.23","2378801788706.23","1131105827705.21","1527593949728.65","1903140759109.32","1540946615169.16","1663719561716.18","1436223595578.79","1728367267137.65","1734129789116.42","1693215024926.97","",
"Hong Kong SAR, China","HKG","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","82000000","31000000","52000000","566000000","1076000000","961000000","1372000000","2318000000","2533000000","2740000000","2448000000","2825000000","8254000000","17713000000","21437000000","25000000000","26530876000","24406800000","16625624031.675","22205097794.5924","69984254167.7919","20285931258.7641","16248564604.6086","12799337440.6534","36670976972.409","33916361932.8491","47577463273.3584","67897886349.4809","57078464460.3444","57943381380.8995","98430785903.4648","95905845084.3996","88122724971.344","83328459267.46","140892065503.707","78514940764.2529","75552127696.655","100914747849.538","",
"Honduras","HND","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","1000000","2000000","-1000000","2000000","-1000000","0","0","1000000","-1000000","-1000000","-1000000","-1000000","-1000000","-480000","-1980000","-2000000","-2000000","-364845.6023","4265646.9305","9187000","-25181148.5267738","8383776.69096928","18647064.9306089","-413415.821693863","39235571.1134326","253017.007966604","49084647.4709075","40845721.245593","193454528.42249","-10765647.9729913","-363199367.179228","30273313.0114616","230388462.638285","77423526.1210275","389968261.515576","365099505.267252","246957698.484102","252124691.47272","",
"Heavily indebted poor countries (HIPC)","HPC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","4000000","11930000","3740000","14080000","12105515.3285185","7849136.68339806","12126828.5270024","227168441.726549","60395833.5532449","190053004.654431","73009120.9898352","75188891.9485352","272106179.456674","-220980507.393965","100756914.197841","242036012.894536","61762046.4662286","-66527797.8444102","233844918.378537","108683022.468941","-39263400.4672381","-113880756.029449","-20392783.3349859","-12178643.6070004","506928960.369927","-1209039405.25337","-155356126.299036","429901219.726578","-533371626.686995","157250062.608995","134174414.504019","347004398.214168","830419068.882144","751082543.58788","340220179.994376","390145511.572532","-52746145.793772","3440130879.07566","1850685530.71638","2103736997.04246","3231556010.25699","1790168849.99523","2278881281.15288","3109597201.70343","1300336213.65657","",
"Croatia","HRV","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20514290.5932793","6917120.53917805","7311638.25268659","26542542.0256253","248675029.773394","161952204.631751","62351923.0256929","44347600.2881846","118791988.958686","563476845.136377","134073488.6381","373273846.313909","228207039.059349","255858910.983378","341874393.873666","1315056407.54747","1380499581.42991","152067588.876491","-138634722.544219","-87172077.0612371","-159460418.368687","2216664355.13455","-16762932.6136214","-285671834.471964","642405661.56198","",
"Haiti","HTI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1097154.6079","-8000000","-13600000","","","","1200342.6732","804516.4519","1000000","0","-1000000","0","","","","","0","0","0","0","0","0","0","0","0","0","0","","","",
"Hungary","HUN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155493.051188312","10704565.2827968","48998326.6386519","59204849.1315341","-3823948.81272683","458210234.427097","196412330.2533","326932386.581062","572669555.259955","488060785.284239","996522637.818257","3794065281.25812","1578451114.10407","3100723014.55311","18227525946.0349","68145477643.8684","73613757006.8885","-3792390314.02111","-24773017614.7804","8646681946.93061","7854313804.77001","-3923865764.7622","9240824727.68365","-8243537965.35431","66279088413.5674","-15357077382.8785","",
"IBRD only","IBD","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","39616993.2799695","33370658.1917695","47952047.3661","92648393.5832962","183423372.576739","294496288.6081","310339876.407826","401864760.275916","497206504.016622","283939731.450649","1607613255.46952","1248799009.73249","923843894.841546","904176905.359791","1067553361.17967","1384817740.63506","1926481996.50482","1786939406.17394","1785721752.75763","2396699074.82047","2693816658.31833","3465616167.30013","10639564881.0933","10036599801.9971","12297058694.0713","13948254040.1852","14871501189.9738","23533483709.9549","20657251239.2974","22433738196.9452","19801868255.907","16802777813.4054","19618530525.7739","33572686088.9272","57109439087.8521","75025912080.3154","152691709865.512","176066143573.35","232371286964.034","164175585057.528","239356499095.91","248750934793.073","245885372381.695","271489674559.912","329416702330.308","316460837972.387","331321981782.739","227779679736.863","",
"IDA & IBRD total","IBT","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","39616993.2799695","33370658.1917695","47952047.3661","96648393.5832962","195353372.576739","299598093.962723","326838055.910516","418401278.810786","512246856.056802","310147101.500657","1855647925.47177","1323795135.66587","1101693609.32924","999489805.875866","1150494862.38997","1658730767.05051","1715179443.6641","1935963539.49781","2105132915.46418","3283788234.71224","3063295043.43385","4145633221.52843","11009407983.7164","10537364491.433","12533351029.4073","14117884159.8981","15540147827.8405","24165051407.3552","19599847105.5751","22410504401.5809","20440895708.7219","16464015204.6421","20145257088.8703","34025562805.153","57937432624.316","76113913534.6854","154005151649.297","177738800362.521","234444142448.679","166099838200.408","244154506501.678","252204258575.383","250499191498.45","276955674138.734","333516761532.618","320937721334.095","336181818631.885","231199129576.358","",
"IDA total","IDA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","4000000","11930000","5101805.35462253","16498179.5026903","16536518.5348702","15040352.0401793","26207370.0500085","248034670.002253","74996125.9333749","177849714.487694","95312900.5160751","82941501.2102949","273913026.415452","-211302552.840715","149024133.323878","319411162.70655","887089159.891766","369478385.115522","680017054.228296","369843102.623028","500764689.435855","236292335.335978","169630119.712867","668646637.866775","631567697.400285","-1057404133.72231","-23233795.3643667","639027452.814943","-338762608.7633","526726563.096386","452876716.225743","827993536.463919","1088001454.36998","1313441783.78543","1672656789.17101","2072855484.64446","1924253142.88022","4798007405.768","3453323782.30987","4613819116.75511","5465999578.82124","4100059202.30942","4476883361.70724","4859836849.14578","3419449839.49516","",
"IDA blend","IDB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","4000000","8000000","3361805.35462253","10418179.5026903","8826971.04192333","14060081.9503321","11918091.1452127","13130694.0964281","16746281.9821379","-8328440.5909331","31848971.5136449","21724615.6636411","13776778.2184403","25720838.7850351","61282731.4151453","105766925.370744","850755945.064771","452637745.781796","447011868.064621","290337251.831864","564037168.214806","358473547.067735","182466337.047061","657745129.911889","55554127.7961362","-120075341.10957","-318976818.118015","-51009017.6418228","-121463972.778538","-37686105.0684992","98305122.3499331","424711834.321867","372608683.836898","515153563.107894","1015217650.40929","1104081602.77579","1551782745.83236","2201969471.70486","1410036879.26013","2043846041.68763","2913150054.72864","3296239319.69558","2424151810.73029","2756713943.21039","1750109393.49222","",
"Indonesia","IDN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","6000000","","","","","","","","","","","","","356000000","609000000","603000000","600000000","178000000","","","","","","","3408000000","3065000000","2725752968.4","4675150000","5899730251.11837","2249121695.77","4185676275.97265","9036543464.81557","7484552619.67807","11111687182.7669","10387533776.9083","9074649660.33075","-11594202279.4649","2047655340.10346","",
"IDA only","IDX","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","3930000","1740000","6080000","7709547.49294683","980270.08984724","14289278.9047957","234903975.905825","58249843.951237","186178155.078627","63463929.0024302","61216885.5466537","260136248.197012","-237023391.62575","87741401.9087325","213644237.335806","36333214.8269946","-83159360.6662733","233005186.163676","79505850.7911638","-63272478.7789505","-122181211.731757","-12836217.3341941","10901507.9548861","576013569.604149","-937328792.612741","295743022.753648","690036470.456766","-217298635.984762","564412668.164886","354571593.87581","403281702.142052","715392770.533078","798288220.677537","657439138.761724","968773881.868673","372470397.047863","2596037934.06313","2043286903.04974","2569973075.06748","2552849524.0926","803819882.613838","2052731550.97695","2103122905.93539","1669340446.00294","",
"Isle of Man","IMN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","4000000","2000000","1000000","5000000","4000000","3000000","-1000000","5000000","11000000","10000000","6000000","-11000000","24000000","350640.561866436","82583302.703618","117189079.191142","239324706.532613","112918990.371739","47593027.4887399","79357457.3169451","509532974.710015","1054132218.32253","1261071114.73545","1237846245.27551","1837062923.45086","2640754960.27173","14036833331.6417","17026111929.0617","19256527246.1021","16095583746.9764","15968099287.9994","12607994609.7209","8553237671.30214","1764948800.03303","11686480933.1169","7514275638.80775","5047292605.54428","11090150305.4241","",
"Not classified","INX","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","108206142.8658","750134146.2261","1513291924.7038","363884000","193144000","214387000","220008000","436715000","820864000","727967000","759806800","3904756470","6108922926.7856","4628708310.3004","4065288006.3713","11025363512.3053","5549448441.0305","18068825936.0663","91852718349.2996","42897861984.1725","55926685686.3344","58163954341.685","54480690209.0237","16831912984.0652","-1536433921.21398","21340174979.2484","37588207490.6534","98451299942.1892","189998150150.711","102188284743.663","-42779433275.8389","",
"Iran, Islamic Rep.","IRN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55996000","17972000","30686000","-132535000","9301000","2256000","79126000","80134000","63386000","193802000","10993000","50000000","15201000","-325706000","104573000","414564000","148445000","358571000","202152000","95569000","238956000","257628000","1356030000","189204000","3442000","119691000","104112333.3","","",
"Iraq","IRQ","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","88700000","305000000","7900000","33600000","71900000","124900000","366000000","490000000","227100000","241500000","147700000","304300000","77800000","",
"Iceland","ISL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","2100000","700000","1100000","8200000","-15276582.6802197","-8240902.74637718","28142142.8676855","14331924.9802205","26736615.2323301","24889626.0821421","63646697.2922233","56473651.4486162","75211573.2708786","124316203.373085","374555186.239616","332089436.737807","342215773.501492","383298698.679311","2581659574.66634","7069524209.90501","5550453949.21068","10216623649.7605","-3779191873.53685","2272140385.3659","-2491671835.18836","24044094.8113749","-3204930822.48518","527116524.873943","21354674.2878448","450579496.560929","-1810011035.64172","-7115689684.5571","",
"Israel","ISR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","9000000","4000000","0","0","0","-2000000","6000000","6000000","7000000","1000000","-3000000","113600000","189400000","100200000","24100000","95900000","127000000","167300000","147200000","109400000","199400000","331000000","579500000","615400000","741600000","820200000","815100000","922700000","1124300000","829200000","3335300000","687300000","980800000","2085700000","4540900000","2945300000","15437900000","8604500000","7209200000","1751100000","7943400000","7400900000","2275600000","3858200000","4525500000","10968400000","14578400000","6152800000","",
"Italy","ITA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","114239999.88576","406119519.715364","220943049.620521","276900969.356085","203140140.945518","343303159.373825","159925428.163302","560595621.440491","159027513.033011","538561414.369463","739274896.920145","1397671377.28137","960933112.564267","2023522829.83776","1881019565.6856","1740670244.67519","2452979918.18657","2087007215.13458","4691866322.94762","2140756885.66386","7445810658.84143","7612589652.06003","4288692482.65985","7226904390.79951","5246820022.59843","7001436006.76622","8706997305.99816","10401944454.4161","12454959193.8559","264049666.355783","6490206236.3089","16363856304.8954","11491996497.4105","2134419119.13182","14301441846.6327","52312645560.8455","58959556722.5108","120022249180.262","67627671757.352","18357643414.7162","30728321640.3344","51827098091.975","6797529870.10226","20275657109.295","20408855814.3372","16094882424.0738","15238350761.8495","13007155483.8552","",
"Jamaica","JAM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","1000000","-1000000","0","-2000000","7000000","","","","","","","","","","","","","","","","37000000","38000000","48000000","61300000","2000000","20700000","45300000","9000000","35000000","45900000","25600000","51600000","36600000","79100000","17721083","56430000","45574337.29","60406211","15877219.27","5399407.29","16324600.64","29079994.66","89886441.58","74769223.11","59480000.74","34213038.74","270085982.724516","16601109.5000001","",
"Jordan","JOR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","1680000","5480000","3420000","6250000","2710000","0","0","0","3059000","-6984000","3407000","4787000","2680000","-748000","3948000","1159000","-111000","16705000","-31483000","13680000","-3399000","-53035000","-23141000","-27297000","-43300000","9830370.0167","2054000","2700000","8603667.1368","31593794.0762","13822284.9083","-3667136.8124","18194640.3385","163187588.152327","-138081805.359662","48095961.3486502","12818144.3904489","72394366.1971831","28450704.2253521","30845070.4225352","5411267.6056338","15667605.6338028","83380281.6901408","985915.492957746","3239436.61971831","6619718.30985916","",
"Japan","JPN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","355000000","360000000","723000000","1904000000","2012000000","1763000000","1991000000","1645000000","2371000000","2898000000","2385000000","4894000000","4540000000","3612000000","5965000000","6440118053.4594","14402444813.672","20100526832.506","35436044696.9224","46251195964.1646","50774904690.8669","31638296450.8155","17304245525.1044","13913020018.3457","18120890732.6237","22630332257.4198","26402490800.3516","23987192131.3981","19805092207.5048","24261868314.2842","45027492991.1546","35660387815.1318","30901752305.0355","34464575323.9373","40613733179.7035","51665013692.5647","58152476830.2044","72989689116.7237","113643633547.594","73677116859.5417","79656513836.6291","116835198104.238","117632352926.831","155684602276.701","137924439219.3","138415009626.675","173926155168.124","168569468450.071","",
"Kazakhstan","KAZ","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40000","300000","1000","1400000","8100000","3600000","92359670","-43785910","424662500","269889560","179109270","426986900","921768970","3942322710","3704145600","4192587250","3790878860","5177646634","1792284063.37678","1976914998","2633542028.07728","3316376538","3474580657.13765","956501862.083122","",
"Kenya","KEN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","1361805.35462253","4302542.86301785","2658108.89878716","2328775.68960811","5886044.1788933","1078139.87194773","5857972.89501869","9613337.82007107","14498723.5372033","6868382.02801166","5416222.49928662","4930437.1808883","30751481.738269","2197542.13364437","1361042.42887743","-442650.5589","200000","-94982.2837","2788185.1711","964400.9625","11355140.8229335","2759176.5366402","5953159.13954114","12124399.7104364","24562248.3602014","10000","10000","7415864.95598841","2075312.0198209","4416103.10598443","9687229.52747526","23957697.5713536","36032755.5687804","43766620.9284347","45987814.5938207","1577874.88330882","85989458.2885586","238372825.390098","198611800.009678","75118829.1310681","241992608.30666","157712126.867817","257088718.955971","",
"Kyrgyz Republic","KGZ","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22622271.62","6058873","4500000","6100000","","","43932274.1851272","0","0","-1022850","-127939.299999999","-267200","17615900","-3822100","-16132100","-7046000","112575200","134960000","40251900","-29068900","",
"Cambodia","KHM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-107158249.364542","-120920907.441764","-23601981.4604443","4372518.08762084","-8123999.99999988","7260999.99999991","10243000","4278000","8381821.05515909","1095050.68239251","20488824.866917","18873227.9920632","20580075.7437252","29165022.6344005","36180169.9692658","62268406.4487333","82063449.7625475","87761038.0118915","79074478.5535956","114858066.219728","",
"Kiribati","KIR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27782.8551","74127.3359","78255.834","111327.1683","94231.1679","96777.3154","115953.4563","103442.5687","108662.581","129709.2567","147085.8614","152733.5487","7530.27108451421","8367.69317342672","26822.3294333762","50781.5225713191","59726.5820396663","67162.4254530503","67417.0951708259","60170.4035459008","56103.9811104064","46777.4634530504","46230.317866636","49666.6667","",
"St. Kitts and Nevis","KNA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2785185.1852","124074.074074074","1364885.1852","2267148.1481","6970237.037","11279237.037","4139241.8519","6297515.1852","5978672.963","5261537.037","2572143.7037","1980012.5926","1654697.4074","2369629.62962963","5405757.43333333","-6466787.14814815","-652525.185185185","-443693.179724863","",
"Korea, Rep.","KOR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","3000000","1000000","2000000","14000000","4000000","6000000","21000000","28000000","","42900000","61000000","184000000","168900000","90500000","607800000","1269100000","544300000","726000000","729500000","1133200000","1591200000","1375700000","1443500000","2590100000","3868500000","4953300000","4411300000","4220300000","3967200000","4842100000","2743500000","3437200000","5018800000","7195600000","8330000000","12769300000","22074300000","19632600000","17435900000","28279900000","29704700000","30632100000","28359800000","28039200000","23760400000","29961000000","31675800000","",
"Kuwait","KWT","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","93093069.2546684","109443834.739048","52343962.8300076","94527322.8299929","-188156229.451056","406959125.852883","-150653549.985844","107672162.951996","240156445.593666","94574811.7911847","69824681.8806404","247767795.763563","775129120.901303","476652537.323596","993943017.904874","239205421.989565","-186443400","1210684030.79344","639414574.544144","-1519183480.9849","-1021954529.08259","1740097190.94095","-969181239.809278","-1867069629.95008","22994949.8710093","-303176919.217206","-1913710742.40934","-76666361.8840602","-4959875358.59957","2581269087.20733","5141780821.91781","8210527930.05354","9784178146.30556","9090558523.64785","8581819021.98541","5889844536.31576","10772925376.5535","6741309740.12562","16648003777.0564","13107909863.2171","5439622099.00915","6402626072.19048","7038171027.32761","",
"Latin America & Caribbean (excluding high income)","LAC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","18999999.9999695","3008939.99996948","20085710","32292129.9999962","66813199.999939","116000000","218000000","168000000","171600000","223700000","497844000","286767000","502742010","348088999.999023","185047000","328550256.1293","967034970.874","195383666.9674","324648446.3545","847018070.0927","1365109137.161","1444372142.795","1081300798.203","1591225420.52","2673887858.67","1572880254.5432","1889517283.09626","4212804175.2077","6774113344.22717","5365769413.15","2875765917.14908","1995211290.73731","4367088796.55841","3407353015.84863","15174344300.6512","15610925480.4024","38616391986.8507","30594884143.8158","34407876448.5031","12910539441.054","43220422300.295","37175848922.203","28375869290.9218","37423010438.0319","43670131669.3043","34245563424.1642","27657878529.4571","16467796120.0029","",
"Lao PDR","LAO","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","-1000000","-1000000","-212000","-506000","498000","383000","2669000","168000","136000","1516000","55000","1022000","4178000","3405000","1281000","3010000","557000","9909290.932","320500.935","200000","-26478.742","1105795.283","-86914.642","586.756","21472135.59","-16931976.12","2512287.886","33454971.32","358747.433","-16858777.8628482","-28571428.6459701","7057557.922098","39696967.6598331","15184319.0731128","9700838.3521196","",
"Lebanon","LBN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","1674302.0257","-4627000","-963000","1036739.0359","24154000","14782042.6421","3525364.0767","3274270.7846","6714637.6171","6781720.8078","-15974303.242","3962446.2447","17202259.4086","48408917.5169","157748744.6074","10803833.0953","20745998.0422","6252221.33","37838533.56","131734239.81","137924000","3879000","206000","610951000","827052473","715499000","874652000","848090000","986580000","1125772461.7","486650612.594968","936645149.468391","1030191524.94738","1975697255.92265","1240706833.33926","660212295.228201","1004742727.26332","1064500658.53171","",
"Liberia","LBR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","236128000","41920000","161210000","60968000","59465000","254998000","-267330000","60737000","202241000","64552000","5941000","366352000","58544000","50942000","91301000","-9703000","-24449000","495127000","-729354660.1442","310603222.1023","779896563.6633","-292028059.3368","402937150.1324","172979124.3299","304495770.018","436843918.4485","346392427.4327","362577371.9664","-111000000","-89999991.2135116","1518470884","-222310968.1","1388373413","327131058.1","-35530243.75","30389692.94","167663300.2","54174249.79","",
"Libya","LBY","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","2000000","1000000","1000000","1000000","1000000","60462555.6423135","27697930.5177079","21280117.3489707","46613629.7462973","25333408.8561659","19253309.4386928","","","","","113457071.011027","55989826.8836125","35046535.2451034","105234464.794182","173833550.064883","-150593126.960017","-479350445.56994","25834733.8794677","68636488.5611864","52197829.7785236","233473445.818333","255788149.239874","225954219.037078","98000000","175000000","-136000000","63000000","286000000","128000000","474000000","3932800000","5888200000","1165000000","2722000000","131000000","2508800000","707700000","-77600000","394900000","439500000","110000000","",
"St. Lucia","LCA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4496296.2963","4181481.4815","5211111.1111","5388888.8889","4521803.7037","3748614.8148","3719840.7407","5608692.5926","5027666.6667","5536244.0741","5306625.1852","15555555.5555556","4329024.8148","3131851.85185185","6879981.31111111","28843875.8777778","12233025.8259259","12643213.701494","",
"Latin America & Caribbean","LCN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","21016999.9998695","4325478.25308741","21706661.3850002","33108781.3005656","69355311.1842308","147531523.885383","221244000","214940000","153259000","173140000","542328000.0338","133792000","483781010","316060000.000533","407712333.399041","467744965.876022","1236197191.84536","406289947.822289","576685916.4085","4213208404.3091","-342035184.23227","3358556607.02712","2762457766.6734","7987076916.93521","6443778041.69838","7447162323.46813","8051179653.28113","17316118494.2929","16863417128.051","24619256816.3155","53442988883.9214","41345151411.446","13595004594.0368","26972192783.3506","35376430451.7292","45451745477.2853","82097424601.9845","93070917334.0358","103788243015.8","66076201711.3875","121989641611.673","124631734664.493","111241009455.66","169348577957.544","166945400083.134","199513837931.674","90925813838.2299","124118955137.865","",
"Least developed countries: UN classification","LDC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","3930000","1740000","6080000","7709547.49294683","980270.08984724","14289278.9047957","233903975.905825","56249843.951237","187178155.078627","61463929.0024302","61529650.3976537","260102565.688312","-237269631.43205","86821757.4014325","212199310.166606","33105800.3352946","-69148396.6211733","230200773.850456","99722609.0850095","61437491.208249","106953323.407643","-19844757.8814941","-1865472.92031389","524807104.947849","-964514088.552641","89058793.9246485","661076347.037239","-251043809.956231","527292881.264577","349828208.736303","1051903861.80675","761654534.002471","875885995.313512","1443926361.30104","3238327720.59942","407373134.566453","4241668686.77454","3975493757.83547","4968044547.59506","8497115695.26862","4456564029.65918","2286131151.92112","1906201046.95937","2508279550.61188","",
"Low income","LIC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","3930000","1740000","6080000","7709547.49294683","980270.08984724","14289278.9047957","233903975.905825","56249843.951237","187178155.078627","69163929.0024302","65116885.5466537","261748248.197012","-237976843.75143","115692617.423015","235829229.283109","29001794.8480946","-49509964.7387733","266944078.264556","116729101.36901","80289818.464749","129375140.158443","12653846.5249059","48147044.0899861","554027417.759269","-850967551.422728","247318403.582412","740289748.079316","-261235822.123391","555372056.935104","298074195.097158","337881530.129052","604427026.687415","646103580.144418","274784010.762421","476757893.581686","-74703688.541687","1682533336.20459","1585328713.80038","2618126174.519","1329295349.09737","1106426232.25902","1193843751.20659","1333453307.28806","1227930944.66256","",
"Liechtenstein","LIE","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","1363306.7647","535246.9821","1336332.308","2098879.3555","2039899.8128","822428.6891","4523528.4124","1625404.5062","6897766.6238","8255008.3836","5596666.6667","6918888.8889","5000000","13000000","24000000","2000000","1000","11450000","27310000","5790000","38400000","29300000","55000000","61700000","20000000","42500000","60000000","63925648.5026124","65073329.7738408","66823329.7738408","52987324.454558","236808136.800703","71533018.0274004","",
"Lower middle income","LMC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","1000000","5000000","6000000","3361805.35462253","10418179.5026903","66088458.6898592","67074977.5736928","48379867.2954168","126618996.46292","75300888.7409872","62188212.0097507","75865469.7360778","54800963.4206555","74001671.1489317","48420587.0015513","129254267.005086","154173250.404415","924231972.159877","483942228.26206","550281777.989225","466845641.728264","1251239603.5778","1261953786.16846","1579588086.64022","1814503200.23778","854875665.388545","232037986.212149","838829010.805868","154325613.809551","1870437458.93901","2010079753.17804","1937698917.05258","7147538942.20241","7720724718.51376","19366028619.4673","32203634396.2346","34940209680.0325","24278134411.0826","31155531615.1564","29836639686.2535","27932386966.9664","30053872797.3781","39330405814.846","28958493771.8665","2674490149.42327","22162682384.2","",
