"Data Source","World Development Indicators",

"Last Updated Date","2019-04-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018",
"Comoros","COM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1101877.86110024","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","",
"Cabo Verde","CPV","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","183994.172130294","769446.97067659","316715.375022609","544754.347065002","1203806.36869633","664208.13203404","415186.884978986","573820.26370576","263465.475045041","49797.8750044718","-2246070.88087704","416170.820441331","1396102.27630299","420544.655908881","-29884.0859695725","847736.186757258","0","8191.2369845641","-247770.884486806","351037.914728088","-2832133.11134732","1896492.71481508","41799.8513749048","1408829.40982443","11058534.2237524","32772273.4744584","12449266.6555722","-15917680.6711147","8652360.35630436","13493039.6265914","",
"Costa Rica","CRI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","-1000000","0","1600000","1100000","4500000","3400000","2400000","5400000","3900000","4700000","3600000","4500000","900000","6000000","2100000","5600000","4400000","2300000","4700000","5500000","5690000","5680000","6240000","5003582","107389574.161753","68424543.4544715","132336935.175582","152287679.718927","206454916.559626","149597828.049814","218942643.657127","429621760.469415","196605577.263754","274296468.192759","317713885.730276","405051998.483417","893560324.311692","803933896.409999","424410434.687268","414212717.178369","493400466.401406","272679344.306774","",
"Caribbean small states","CSS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","1199999.9999","316538.25311793","-52048.614999838","-1183348.69943057","7146111.18429186","792523.885383045","950000","400000","-50000","250000","115600000","-36800000","-75500000","-35974999.9984896","17858333.3333333","45430106.5604225","143148413.811656","23657842.4832889","-160807702.1735","4400000","40400000","39804479","54051457.2544","68666328.2413","5557630.5053","24729000","53517905.221","-6500000","41450000","294415554.7719","235728483.352482","320641035.132715","207459338.5384","399342070.2143","245868149.6592","598023290.353822","812958217.8244","641846516.2305","1141186841.4159","345593007.2113","523575046.3289","1021106022.30295","294021500.576171","482808804.383455","31740347.4374492","428125752.536278","680096278.894377","240660801.151046","",
"Cuba","CUB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-28659217.877095","11544692.7374302","-15955307.2625698","43843575.4189944","18631284.9162011","37720670.3910615","-147977653.631285","",
"Cayman Islands","CYM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","26252000","552000","42540000","709000","-2810000","5084000","-30475000","56139000","4746000","2848000","45815555.6603","5764017.5","31067485.6204","124369436.1254","54105559.5066","281553270.5083","71287900.4152","53293177.5029","332672477.658","12515652.2547","266015364.3918","850591263.4207","3807859054.4461","3241551670.4545","3854761833.0713","8140777000","7050018000","-4922236000","5719157000","6507771000","7391795000","7785720000","7619304000","12977744000","7481072000","11914987000","7675042000","3322818000","11868635000","13701956000","61992856000","15418186000","30370999000","",
"Cyprus","CYP","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","163251.362146949","","2286443.17608436","642909.264429652","808693.590884271","4584352.91221928","14641650.9753385","14681394.280151","12263644.2256497","6095194.75163097","15693376.4741551","35169642.5938684","27915334.580448","70735118.5011298","182578677.229991","172091968.340117","249139714.125111","548053821.986763","589680929.613148","711719020.701237","547620469.735737","897778982.590329","1262989243.14843","4629449880.7968","760942535.165128","17080443370.3889","-16129575659.5327","52090856857.6069","-6486365107.12493","-2392892755.69188","17387686077.7139","6353067113.73866","5736566548.69914","",
"Czech Republic","CZE","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89920504.4282758","116322462.44656","36614337.5121593","154696279.847369","27657899.5165785","125351391.253942","89981365.458929","42678384.1758011","164675800.790612","211396576.833048","207979742.186778","2483179569.92426","2101318016.15449","3089336853.93418","4851918794.79177","6557758078.29446","3320090418.3825","5249368446.62098","1596185305.3604","3252573385.00696","7737558059.03538","4074227998.42192","3726148788.79916","3139202221.30692","3533838211.09669","",
"Germany","DEU","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","1070000000","1200271622.57448","1804553188.05121","1963545008.98134","2122222932.13408","2181233079.39091","2608989667.85947","2407062873.9802","3939957464.30883","5015523492.76101","4161094246.18988","3766612868.03019","2727458860.7983","2943422389.19259","4726659003.58504","5495816669.97077","9397629497.11939","8261079276.73861","11960016179.7327","13336094508.1203","24036895480.1142","23296484256.3218","19093046144.9138","17640845525.8886","19856399134.9932","39819534789.7275","60567730553.6639","49528905823.3565","97004311152.461","139420734824.043","98169905219.2201","70230889168.4104","17212062019.342","39303831933.499","9079038377.57278","88982836741.7391","147939472865.552","140669568959.254","97989650111.5773","99653798573.7636","146693739481.442","107829622530.375","99111559731.5993","93448545367.748","115072212069.93","128956370831.333","91221014255.513","125039689116.582","",
"Djibouti","DJI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2751851.8519","3517407.4074","581851.8519","471481.4815","1284737.037","12975000","2998518.5185","7427825.9259","263392.5926","611596.2963","523378.8889","25925.9259","35488.8889","2011851.85185185","-1750057.03703704","-11510663.037037","876245.962962963","756349.397847093","",
"Denmark","DNK","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","29000000","52000000","148000000","98000000","8000000","78811699.1116332","63540971.0628285","161268604.249529","33220340.4449951","167362996.228206","195651067.765485","138792092.974536","81720974.1805036","150120364.933011","288864014.748902","306436294.006478","654453975.144472","618619583.802891","720486706.649823","2065799821.4432","1482233958.46973","1851987896.6372","2236051783.64565","1372995879.00721","4161780776.2089","2968669984.10982","2510462642.73946","4354800786.00383","4214598299.60959","17819088427.2634","28381218265.5755","13153537569.1745","2649666991.12056","856293249.82613","-9929930458.40721","16968403465.7567","7999479470.66787","17332226175.7809","18745888503.5402","6161313034.55923","-573826661.439399","13122988241.341","-10938540304.2898","7008337704.4689","9919614717.10082","7257350101.51415","17774868702.5104","7131839376.05709","",
"Dominican Republic","DOM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","9000","25000","29000","28000","-45000","-2002000","-27000","0","83000","-4767603.713","36000","-175704.722","","1400000","1300000","3100000","37700000","-11900000","-30900000","7100000","36100000","8800000","9200000","3540000","25440000","-4300000","444100000","585500000","-141600000","-470100000","-203500000","-79200000","273500000","-390600000","176800000","22400000","109400000","27200000","",
"Algeria","DZA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","2000000","1000000","2000000","1000000","0","34000000","3000000","5546501.18398826","252149.575191545","15571203.6580835","33616073.1823518","14597497.1891162","11323569.1769522","14617440.6980073","14648706.9518356","2386729.7824098","-5316528.3778563","15052348.1491282","4902982.92972955","8148718.49353853","4688803.89914978","50289952.1595853","1000","1000","1000","1000","1000","1000","1000000","7600000","13700000","9300000","98600000","28000000","253000000","54999999.9999975","79000000.0000036","146991411.959128","317852370.173339","214423168.706389","219233069.772336","533917666.772569","-41442162.3554248","-271748342.194182","-18570948.6724104","101122294.423741","46540881.7236583","-3375857.12036547","",
"East Asia & Pacific (excluding high income)","EAP","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","-1884363.36032752","2772894.30756449","10940840.3726234","7146195.18431595","307625944.019146","351464893.77046","369793169.19975","347440679.619375","394851418.749045","912352425.374693","701069595.561867","1092866505.25144","1128160347.78057","1147961797.49907","1017421399.45656","1239074619.0584","4336581586.28575","6374482474.69843","5648014693.42381","6274652114.00457","7533660336.30135","7294304708.75455","5554041868.69144","6351897567.02582","5967150621.92495","10834106537.6006","8639384931.07693","11518221889.2615","13786255934.5028","21199982479.3646","36575022145.3688","40837093837.1707","82678543231.1666","61540402762.8719","89341251506.9557","86184274701.4107","109211069168.736","115327382480.458","163429412910.855","205765633360.377","231808606858.59","132583657781.071","",
"Early-demographic dividend","EAR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","29616993.28","34361718.1918","26866337.3661","59356263.5833","118610172.5768","176496288.6081","107682644.718555","169025052.814446","280540334.304396","7232792.947029","1128933605.76025","807160111.672097","634328976.430575","357518793.056371","671101588.277398","525553614.848974","1241689764.25646","750230039.064921","2214079086.9888","1509096445.56741","811134974.043307","1269890352.30491","4901030670.29495","2574509127.46888","5942763517.50036","6577755089.50671","6358468505.8719","11148649378.3627","9845581703.70079","10946615008.1654","7761179237.39062","4141572305.45711","5360385208.41848","8906059737.73566","20509753808.8391","22615829238.8308","53408904229.9348","61528191100.2392","55181612372.0783","42368794500.6634","53224586923.0136","54804229191.5019","61803234386.3815","51812054882.7939","70644678203.612","65374349482.508","41536740914.4429","47008063218.398","",
"East Asia & Pacific","EAS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","476363907.1804","480498074.1686","879627690.331973","2207908769.95204","2318810555.97169","1987705817.64275","2346492842.05866","2059196783.44497","2819175993.83345","3494290913.17519","3488246190.15871","6218304181.42242","6261086068.24593","5684107599.31648","9124540819.43828","11296784145.5203","21496307233.9863","30626297485.383","51522285073.3276","61861473696.3487","65645609681.7218","40170927820.5425","38853152173.8327","45364247670.2596","58883220476.3878","74152545918.637","82581378037.9892","82318216770.6983","58799398187.9715","70919903106.9513","139346237349.493","108025170506.345","75412197590.5011","92440601172.3939","129173733306.616","100465921589.55","206937002947.12","274507221641.619","324966377562.219","257488963420.566","361519282693.891","381594126278.485","385864545038.399","442414319522.119","561185393989.489","499464684680.821","550270175688.725","474376192402.081","",
"Europe & Central Asia (excluding high income)","ECA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","10000","10000","10000","15119985.0895","15383928.0956","2213748.7087","30494000","23930000","1632286000","1083595843.5874","344253764.0844","723080000","1001935647.9212","3471163100","1668367677.02","2907458314.97684","4145260052.31455","3636904158.6571","4904660566.72864","12215559416.4789","17616510720.5641","24076323184.6676","38388557555.4545","64549025176.6997","69822215185.8581","52875569937.3628","63194028931.5541","79812097388.456","61473384084.6875","95200805221.3189","71400918624.1907","36095991685.5422","34768124894.3522","45323686648.3775","",
"Europe & Central Asia","ECS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","5094906406.90378","5833239050.34872","6971578046.758","11134064920.8686","11506045649.7807","10534453694.0268","12598295361.2271","12964044637.8174","17551323202.2937","28879222591.9161","26994899491.702","28271662382.1261","19230887072.1334","22102545431.1168","26202120388.7616","31728902660.3953","49283307632.6271","69819478740.2033","106568184342.141","117517832710.664","145998266256.77","120115355506.359","119108182731.751","111031407930.645","145301648000.981","189823390967.957","227526670636.043","273127529532.067","493330459365.231","840178965081.054","970832576512.951","409992919302.339","355335464610.989","384391493084.58","592046592044.338","1145414563709.92","1456358107705.41","2154916442503.02","1646710595526.63","573877993998.88","826903507423.436","1082075888454.75","793066981483.85","818717628290.862","499547430258.123","881650789071.109","958052648030.505","798998498317.832","",
"Ecuador","ECU","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","1040000","114000","1147010","8336000","2142000","5459192.436","4033770.874","-3567785.164","-1971802.659","-2549621.866","3343745.739","-997885.557","5054774.683","21038720.52","74751469.07","69716146.79","38648000","49473000","47267798.54","-86749696.09","16647000","-12750000","-3468000","6999000","9154000","22708000","56490000","3637000","42560000","44339000","135429000","63502000","81013000","70629000","300948000","309465000","249260000","286558000","",
"Egypt, Arab Rep.","EGY","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","7155543.64793587","19677745.0318236","5142857.15020408","7000000","6000000","8000000","19000000","16000000","3000000","6000000","19000000","12000000","22636363.6363636","12000000","62000000","4000000","25000000","43000000","93000000","5000000","129200000","45000000","37500000","51000000","12400000","27800000","20700000","158900000","92000000","148400000","664800000","1920200000","571200000","1175500000","625500000","211100000","301000000","252700000","181700000","206500000","199000000","",
"Euro area","EMU","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","3143673811.58936","3585515256.71167","4541551289.77709","5711604797.17566","6543820235.4685","6848983880.51344","7395950158.60406","7750245426.23688","10205818698.5182","15498528753.5245","14671504590.2548","14970789005.6947","10467938831.3582","11458880396.1708","14683829421.5694","13143747986.155","24560275350.3405","33320806511.6362","47039106188.6193","63207844622.1527","94870517894.47","80220167428.6775","83039859039.2787","67663251627.2098","77233903870.625","104169743421.79","153791529140.93","153285566746.618","275877317406.864","511605841612.817","547038639417.385","279534173497.061","190014631829.171","237163210982.879","384752537092.274","814755331037.75","1119195315790.01","1480044798016.03","1033859764226.35","466884342045.094","599383421163.341","808886415435.389","614624392020.547","608677811631.566","470671535781.62","724154573670.429","672219128720.123","577558581066.681","",
"Eritrea","ERI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-148472762.076739","-83222078.1431869","-27875536.9415808","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","43000000","25000000","37000000","52000000","85000000","169942888.952005","192664035.81226","115491225.570895","101755670.033471","132827990.208376","310773334.370531","271186596.090736","511095007.515833","243162314.820616","248395024.137344","250206676.768006","377580713.397151","745333526.448813","1234702895.65963","1473389655.88011","3522231032.07541","4442066423.35269","2191554496.92363","4314668000.00246","3607426894.90668","4913876265.62702","7240915136.20311","14803476805.9723","21803589362.9509","45128412615.4192","59072422909.6126","33616215222.0926","33076713990.6098","33893199836.626","62068389151.6585","44062887309.2893","105300609557.585","146651754296.681","75665901215.4693","15896136681.9052","37829214976.039","44987022731.3345","-2517368200.45123","27548476364.9875","42176407363.6284","53600948419.3397","55577266789.1958","26116788566.5984","",
"Estonia","EST","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1872427.42998574","12316182.5234703","6386223.36321604","7815971.32433704","55648804.4804257","144411690.949832","21355096.1771314","103621453.650507","92329438.7783892","250456106.458958","185656434.864999","274882960.697478","388876527.414669","873529075.30162","1536561303.61589","2451681204.19516","1254648017.29176","1362348098.02514","1241678130.79454","-1369348154.43841","1281959057.10817","851196769.152893","1135456148.44083","-574090509.749038","392192584.975541","560155114.423567","",
"Ethiopia","ETH","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"European Union","EUU","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","5062906406.90378","5801239050.34872","6971578046.758","11084064920.8686","11358045649.7807","10362934521.3271","12405586113.4499","12838953920.7309","17485584785.9518","28835565591.5131","26741674471.0786","28091384780.5659","18928403506.0479","21252130395.4196","24459325867.6868","25862881344.6913","46217763404.9239","67658980179.0213","96904400567.2002","106967823085.319","138986061955.012","112871078097.893","111859954549.192","101071577012.138","132015335870.956","175185264037.235","203332014198.298","245228378375.326","466683408880.629","796824825942.936","908359267688.65","385523896775.693","332238827589.889","347731654117.94","538483381337.302","1039899544288.1","1324221641739.31","2006227160873.37","1531649573606.37","458336550466.488","666309139788.828","942085434647.073","645753825358.045","690364448889.346","386352999127.74","689000994115.594","829343610231.286","769109443994.003","",
"Fragile and conflict affected situations","FCS","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","2000000","1000000","1000000","2610000","6735636.63967248","70344997.4428248","39040640.2747283","23069625.6973984","300577996.081578","65768131.4606748","188246327.433923","74024511.0919935","92701378.9201564","273852416.541178","-269951537.993864","195952236.586728","343046762.272059","110486879.68426","116150854.475142","583960461.174565","-40553288.6530493","-353771854.527","303889231.922828","172033762.889159","267933326.504757","868045184.041929","-648356836.545649","200780285.517269","962595749.694378","79372194.029783","657140265.145686","945837622.532892","1523101646.52477","1841415644.80045","2420738655.66738","5457483314.93278","7297685000.16795","2414546240.06559","6058521287.71136","2652699171.78195","6818685486.6322","5481610377.35809","3697268716.61674","2895339658.93236","3837441405.81136","2139499482.51899","",
"Finland","FIN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","52000000","46000000","61000000","15000000","29000000","25977140.7203512","30520475.1458446","72191337.825384","62525759.8661911","125023355.474471","136768015.924488","128902397.787448","78155565.4109274","138567405.357426","492169596.625756","347909400.829591","817977422.433226","1149752595.78665","2624052273.77775","2968037054.06956","2782180611.33412","-119985370.222833","-757042115.732084","1401472820.32293","3135875908.4666","1900766973.36609","3217625583.85072","5585767239.02389","19183881370.5273","9888259889.81705","28272187186.9794","7940801958.83583","7327506143.65307","219398036.859543","2754386783.71687","10485388339.2338","1792913222.85645","16523145014.2097","30137871122.8751","-3908048139.06949","14992615462.628","-3552311731.46529","8378135373.72319","-7243501544.4816","-166340350.205662","-1269271984.73762","18295055020.8607","12058864371.0078","",
"Fiji","FJI","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","2200584.05399816","-1509431.16756092","804333.82299258","98326.4511247003","554223.025802127","13003290.5596122","-706173.649623571","29183387.7116231","1468266.2223025","50426966.2921348","-109169484.944488","-52115895.178602","-39993590.557494","-65573770.4918033","-99103560.1468454","-95069921.7824129","-64775885.4129552","-45785928.2733302","-24058586.1805736","-60874531.9540522","2306214.3842405","2645977.6573804","1720361.91477705","3851360.06363457","3239036.54990737","10344052.9502854","577857.122624781","-6418732.42497511","-8775896.03710627","3399118.37833939","5859894.06766436","1200211.75467748","1950644.8528796","4488639.98874479","38349999.9957284","-33941069.808174","-16432860.0532857","-1642991.64680684","",
"France","FRA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","364932983.9274","346885537.6674","555241189.4841","935444138.2687","780118603.9646","1337947929.88228","1638191313.65551","1002567383.42469","1901209455.79334","1987046644.37069","3095155743.98897","4548631238.10218","2848678047.4299","1713242526.10344","2119148370.68816","2242770422.52906","5403205718.50877","9210372297.73014","14496116461.9206","19497614448.9472","34823457561.5266","23931740378.8217","31269010208.9198","20604513338.5986","24438148539.7046","15820960240.9002","30361103332.8723","35487512015.2116","45701184431.6172","125430024844.677","173566128442.49","87346327059.1906","52947908032.4079","52554859284.2573","61070815169.1121","118858803191.938","130362445846.89","132245013693.882","135953734447.679","88622602118.8455","72583858243.8429","64460483704.6572","52032014995.3355","17614736251.8245","53082715287.9792","51207290953.4383","73270177834.4018","57024676150.9158","",
"Faroe Islands","FRO","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-511900","","","","",
"Gabon","GAB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","-3000000","7000000","38000000","20000000","1000010","6722400.08748803","7998880.89826213","7102600.6812463","4808186.04948249","5720793.23243363","3364177.99542891","4051079.54818947","6583774.5663531","7686252.81909673","9736502.74456946","8024869.58524124","28795497.4233145","14887972.8530374","25690255.5376382","2472078.05931135","6844327.9559","154062391.083658","206272111.62654","217542680.864058","19177838.7450358","319953350.215834","346018552.650427","-7769032.52021952","-60831732.5606029","-79206770.715473","-30309408.3304516","159234261.139971","1379931.53","114767000","-61446000","271823000","374865000","-223254000","12536000","-225314000","-146052000","-150376000","45300000","-83709000","",
"United Kingdom","GBR","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","1677598660.26971","1988145050.65531","2017455198.3679","4981369505.96021","4375989516.54838","3000707454.48784","4337852983.32457","4173142192.32871","6815067941.9907","12539066529.821","11228967861.8216","12153440636.7295","7162948253.14362","8184067867.83619","7977327258.02757","10606490394.1406","17018341645.3723","28925084097.5488","41636070551.4641","31378245214.9724","27983492260.7354","23546604903.818","26150828653.9306","30421803356.97","43732748607.769","56508877717.1526","41714201072.5659","74698652866.2143","157974733405.176","242345729902.126","292046714700.285","77411943366.3992","120902004481.174","82080876360.4202","128639685536.357","159910443047.889","142254950302.495","370395276356.724","356696266893.072","-48397913516.0543","54407453276.9086","80833604086.8983","12023540543.2668","46250908172.2107","-113915346852.921","-60177016430.4102","52418528600.4488","147077853076.85","",
"Georgia","GEO","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000000","3398783","4092200","4279200","4085700","9974000","-89122333.33","-13166401.51","201267197.78","173601330.23","-24499922.79","190426209.07","182732483.96","216921508.73","127292141.81","406550711.2","315699671.43","411847165.18","204869237.55","",
"Ghana","GHA","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14800000","-20000000","-22500000","-125000000","-233000000","","1299753.4507","1683509.6132","26675410.7304","163300000","","9553617.6716","-2042536.3968","10749645.8547","-978659.8834","0","0","0","7960000","6900000","0","25345000","1090000","670000","6400000","221426854.229784","14664996.5242864","15910000","",
"Gibraltar","GIB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","16841.2543","111927.1847","0","1750004.5896","-364229.0135","119696.3304","1109727.0484","502220.1852","879743.2108","210220.8838","601028.0196","500000","1513989.9498","1000000","4000000","10","5000000","-30000000","","","0","0","0","63640000","-49820000","-101350000","820000","2010000","-870000","3298786.73968166","5015200","21103628.6560174","910000","",
"Gambia, The","GMB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-14645.5443594332","-58264986.855067","-9987756.90299255","-4841377.5847372","-12220874.4567946","-1040482.83228593","3663099.97180316","2361578.4489863","",
"Guinea-Bissau","GNB","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","977417.7405","","","","","-395613.3303","1004321.4517","516173.4343","-7501632.6415","695776.616999075","667444.255657746","210001.314507362","660007.369279039","1350000","-1470000","858294.308290369","-148865.740242637","1841.95597729798","2747348.13769086","2345458.03556508","266900","1263237.4166","",
"Equatorial Guinea","GNQ","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140000","130000","110000","10","10","10","56095.5868800436","10000","-3339.9575825387","10000","1508531.24191175","-3564786.77241397","4187793.72999815","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","",
"Greece","GRC","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","10336421.0205","17197513.8718","-13118426.3161","10706000","-25741000","46498000","-22432000","15786000","41595000","-25368000","155663000","-275600000","57700000.0000004","1006900000.00001","-971999999.999998","648939994.21485","450941476.458254","1070595682.06471","1508310975.06067","4234206239.73332","5260772373.6467","3206026435.97222","2439890335.67677","1696903047.2542","1817412946.03179","678463588.465833","-697764565.77745","3015335276.06774","1582056826.00491","-1763607220.99485","570274049.468797","",
"Grenada","GRD","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1988888.8889","2096296.2963","2914814.8148","1359259.2593","1329629.6296","3127037.037","5841751.8519","15802003.3333","5886765.1852","1488630","3216969.2593","2535965.9259","2785012.5926","517777.777777778","6873651.85962963","16755004.4222222","3397809.07777778","6607429.53860093","",
"Greenland","GRL","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","2000000","-1000000","-4000000","0","5000000","0","0","1000000","-1000000","-4000000","0","","","3486700","5440000","-19054400","8196601.6804","547000000","673500000","770000000","-1018500000","-1392022581.48333","-1127613718.63058","-111520493.61","66600000","69800000","83500000","139500000","13651035","122774889.1909","63262715.6053532","130752918.305851","58147125","91518994.63125","-116701352.426812","71522700","106900000","12200000","",
"Guam","GUM","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Foreign direct investment, net outflows (BoP, current US$)","BM.KLT.DINV.CD.WD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","354479","-2000000","2000000","0","0","-1000000","0","0","-2000000","2000000","205000","137847.99","0","167851.9","0","0","0","0","0","0","0","0","0","0","0","26000000","","",
